"author_name","paper_title"
"François Guillard","Inverting the Paradigm: From Art to Granular Science"
"François Guimbretière","VRoxy: Enabling Remote Collaboration in Large Spaces Beyond Local Boundaries via a VR-Driven Robotic Proxy"
"François-Xavier Féron","Documenting acousmatic music interpretation: a developmental framework based on cross self-confrontations"
"Fraser Anderson","Designing Co-Creative AI for Virtual Environments"
"Fraser Anderson","WorldSmith: Iterative and Expressive Prompting for World Building with a Generative AI"
"Fred Moten","Excerpts of ""All that Beauty"""
"Frederic Anthony Robinson","Debris: A playful interface for direct manipulation of audio waveforms"
"Frederic Bevilacqua","Entangling Practice with Artistic and Educational Aims: Interviews on Technology-based Movement-Sound Interactions"
"Frederic Fol Leymarie","A Machine Learning Application Based on Giorgio Morandi Still-Life Paintings to Assist Artists in the Choice of 3D Compositions"
"Frederic Theis","Learning to Listen Properly: Participatory Digital Projects at the German Maritime Museum Based on Iterative Co-Creation"
"Frederik Brudy","WorldSmith: Iterative and Expressive Prompting for World Building with a Generative AI"
"Frida Ehrnsten","Semantic Solutions for Democratizing Archaeological and Numismatic Data Analysis"
"Friederike Fless","Intrinsic Shape Analysis in Archaeology: A Case Study on Ancient Sundials"
"Froso Gaki","ReSilence: Retune the Soundscape of future cities through art and science collaboration"
"Frédéric Bevilacqua","A Survey on the Use of 2D Touch Interfaces for Musical Expression"
"Fábio Duarte","Wanderlust: 3D Impressionism in Human Journeys"
"Fátima Chinita","Fascinating Museological Audiences, or the Cinematic Appeal"
"G Papaioannou","Enhancing Online Accessibility of Digitized Artifacts from Small Museum Collections in Cyprus: An Empirical Evaluation of the CyprusArk Solution"
"G. Isla Borrell","Live Data in Live Performance"
"G. Mauricio Mejía","Translating disciplinary practices for trans-sentient collaboration"
"Gabi Arrigoni","Complex acquisitions: understanding the infrastructural properties of born-digital objects in museum collections"
"Gabriel Menotti","Volumetric Reconstructions of Found Footage: Stressing the Nonidentity of 3D Replicas"
"Gabriel Vigliensoni","Explainable AI for the Arts 2 (XAIxArts2)"
"Gabriela Aceves Sepúlveda","Re-enacting/mediating/activating: Towards a collaborative feminist approach to research-creation"
"Gabriela Aceves-Sepulveda","Same Old Story: Agential Realism in the Study of Colonial Histories"
"Gabrielle Decamous","Art, Censorship and Nuclear Warfare"
"Gamze Çoban","Virtual Reconstruction with the Augmented Reality Technology of the Cultural Heritage Components that have Disappeared: The Ayazini Virgin Mary Church"
"Gareth Owens","A Generative Model for the Mycenaean Linear B Script and Its Application in Infilling Text from Ancient Tablets"
"Gareth W. Young","XR Ulysses: addressing the disappointment of cancelled site-specific re-enactments of Joycean literary cultural heritage on Bloomsday"
"Garfield Benjamin","Indistinguishable from Magic: Perception, Knowledge, Technology, Art"
"Gary James Joynes","Deep Connection: Making Virtual Reality Artworks with Medical Scan Data"
"Gary P. Anderson","Abstracts from the Spectra 2018 Symposium Part 9: Empathy"
"Gaurav Jain","Front Row: Automatically Generating Immersive Audio Representations of Tennis Broadcasts for Blind Viewers"
"Gautham J Mysore","Record Once, Post Everywhere: Automatic Shortening of Audio Stories for Social Media"
"Gavin Baily","The Data Imaginaries of Climate Art: The Manifest Data Project"
"Gaël Moriceau","The Obstacle Course of DMI Performance: Two Case Studies with T-Stick and Karlax"
"Gaëtan Robillard","Critical Climate Machine: A Visual and Musical Exploration of Climate Misinformation through Machine Learning"
"Ge Gao","Use of an AI-powered Rewriting Support Software in Context with Other Tools: A Study of Non-Native English Speakers"
"Ge Wang","I Am Sitting in a (Latent) Room"
"Ge Wang","ChAI => Interactive AI Tools in ChucK"
"Ge Wang","What’s up ChucK? Development Update 2024"
"Ge Wang","WebChucK: Computer Music Programming on the Web"
"Ge Wang","VVRMA: VRField Trip to a Computer Music Center"
"Ge Wang","Felt Sound: A Shared Musical Experience for the Deaf and Hard of Hearing"
"Ge Wang","RayTone: A Node-based Audiovisual Sequencing Environment"
"Ge Wang","Curating Perspectives: Incorporating Virtual Reality into Laptop Orchestra Performance"
"Ge Wang","Instrument Design for The Furies: A LaptOpera"
"Ge Wang","ChuGL: Unified Audiovisual Programming in ChucK"
"Geise Santos","Comparative Latency Analysis of Optical and Inertial Motion Capture Systems for Gestural Analysis and Musical Performance"
"Gemma Anderson","Drawing to Extend Waddington’s Epigenetic Landscape"
"Genyuan Hu","Thermal Music: Exploring Sensation of Temperature as a Performance Parameter"
"Geoffrey Litt","Riffle: Reactive Relational State for Local-First Applications"
"George Calin Seriţan","INFRA-ART: An Open Access Spectral Library of Art-related Materials as a Digital Support Tool for Cultural Heritage Science"
"George Caridakis","An Ontology-Based Framework for Supporting Decision-Making in Conservation and Restoration Interventions for Cultural Heritage"
"George Chernyshov","Feel What You Don’t Hear: A New Framework for Non-Aural Music Experiences"
"George Fazekas","Biophysiologically synchronous computer generated music improves performance and reduces perceived effort in trail runners"
"George Fitzmaurice","WorldSmith: Iterative and Expressive Prompting for World Building with a Generative AI"
"George Fitzmaurice","SkyGlyphs: Reflections on the Design of a Delightful Visualization"
"George K. Shortess","The Development of Neural Art: An Outline"
"George Legrady","Reflection on Abstract Art through Kandinsky's Teaching: Reflection on Abstract Art through Reconstruction of Kandinsky's Teaching at the Bauhaus"
"George Legrady","Cangjie's Poetry: An Interactive Art Experience of a Semantic Human-Machine Reality"
"George Roussos","The Data Imaginaries of Climate Art: The Manifest Data Project"
"George Tzanetakis","Steelpan-specific pitch detection: a dataset and deep learning model"
"George W Fitzmaurice","Designing Co-Creative AI for Virtual Environments"
"Georgi V. Georgiev","A systematic review of virtual brainstorming from the perspective of creativity: affordances, framework, and outlook"
"Georgia Panagiotidou","Co-gnito: a Participatory Physicalization Game for Urban Mental Mapping"
"Georgia Smithson","From Here to Eternity: Experimental and Creative Approaches to Collecting and Distributing New Media Art within Regional Arts Organisations"
"Georgianna E Lin","Understanding Tensions in Music Accessibility Through Song Signing for and with d/Deaf and Non-d/Deaf Persons"
"Georgios Artopoulos","A Digital Approach to Revisiting the Byzantine Past of Al-Madrassa Al-Halawiyya in Aleppo"
"Georgios Artopoulos","The architecture exhibition as a stage of mediated narratives"
"Georgios Diapoulis","Bottom-up live coding: Analysis of continuous interactions towards predicting programming behaviours"
"Georgios N Marentakis","Movement interaction with a loudspeaker: an index of possibilities"
"Georgios Panagiaris","Unruly objects: NFTs, blockchain technologies and bio-conservation"
"Gerard Mulvany","The immersive archive"
"Gerard Roma","Live Coding with the Cloud and a Virtual Agent"
"Gerard Roma","Performing Audiences: Composition Strategies for Network Music using Mobile Phones"
"Gerardo Meza","Exploring the potential of interactive Machine Learning for Sound Generation: A preliminary study with sound artists"
"Gerolamo Gnecchi","Thinking with Tides: Engaging with Embodied Technical Processes within the Tidal Ranges of the Thames Estuary"
"Gershon Dublon","Living Sounds: Live Nature Sound as Online Performance Space"
"Gertrud Fischbacher","Silver: A Wire Mesh Textile Interface for the Interactive Sound Installation Idiosynkrasia"
"GG Albuquerque","Gambiarra and Techno Vernacular Creativity in NIME Research"
"Ghada Amoudi","Tweet for help: the role of social media in disaster events and the case of the 2015 Mina stampede"
"Ghyslain Gagnon","NUAGE: A Digital Live Audiovisual Arts Tangible Interface"
"Giacomo Bertin","Aquaterrestrial Recolonization: AI Environmentalist Toward Design For Climate Action Related Behaviour Change"
"Giacomo Bertin","AI Creativity: AI.R Teletorium, Toward New Storytelling Realm"
"Giacomo Flaim","Quaran.tiles. Archiving expressive digital places from Instagram during the COVID-19 pandemic"
"Giacomo Lepri","The 10,000 Instruments Workshop - (Im)practical Research for Critical Speculation"
"Giacomo Lepri","Exploring Experiences with New Musical Instruments through Microphenomenology"
"Giacomo Lepri","Stacco: Exploring the Embodied Perception of Latent Representations in Neural Synthesis"
"Giacomo Lepri","Beholden to our tools: negotiating with technology while sketching digital instruments"
"Giacomo Lepri","Oscillations: Composing a Performance Ecosystem through a Sonic Cyberfeminist Lens"
"Giacomo Lepri","Non-Rigid Musical Interfaces: Exploring Practices, Takes, and Future Perspective"
"Giacomo Lepri","Redesigning the Chowndolo: a Reflection-on-action Analysis to Identify Sustainable Strategies for NIMEs Design"
"Giada Zuccolo","Longevity in NIME research: a case study using time-based media art preservation models"
"Giancarlo Lepore","Artistic Portraits of Strange-Face Illusions Produced through Eye-to-Eye Gazing in Dyads or Mirror-Gazing"
"Giasemi N Vavoula","Digital Stories with the Online Collection of the V&A for Inquiry-Based Learning"
"Gil Weinberg","Mechatronics-Driven Musical Expressivity for Robotic Percussionists"
"Gil Weinberg","Mixboard - A Co-Creative Mashup Application for Novices"
"Gil Weinberg","Design of Hathaani - A Robotic Violinist for Carnatic Music"
"Gilberto Bernardes","Interfacing Sounds: Hierarchical audio content morphologies for creative re-purposing in earGram 2.0"
"Gilberto Bernardes","Emotional Machines: Toward Affective Virtual Environments"
"Gilberto Bernardes","Examining Temporal Trends and Design Goals of Digital Music Instruments for Education in NIME: A Proposed Taxonomy"
"Giles Lane","The Data Imaginaries of Climate Art: The Manifest Data Project"
"Giles Lane","A Republic of Learning: Making for Times of Uncertainty"
"Gilles Azzaro","Read Your Voice: A Playful Interactive Sound Encoder/Decoder"
"Gilles Simon","Jan van Eyck's Perspectival System Elucidated Through Computer Vision"
"Gilles Venturini","VISIT: A Content Management and Exploration System for Mobile Augmented Reality in the Context of Digital Humanities and Cultural Heritage"
"Gillian Smith","Rethinking networked collaboration in the live coding environment Gibber"
"Giordano Cabral","Improvised Sound-Making within Musical Apprenticeship and Enactivism: An Intersection between the 4E`s Model and DMIs"
"Giorgio Salani","Hacking Hearts: Establishing a Dialogue in Art/Science Education"
"Giorgos Filandrianos","Brainwaves-driven Effects Automation in Musical Performance"
"Giorgos Stamou","Brainwaves-driven Effects Automation in Musical Performance"
"Giorgos Velegrakis","Theatre minus physical coexistence – a glimpse into theatrical experimentations in Greece during the pandemic"
"Giovanni B. Caputo","Artistic Portraits of Strange-Face Illusions Produced through Eye-to-Eye Gazing in Dyads or Mirror-Gazing"
"Giovanni Biglino","Defining the Role of “Relational Producer” in Arts-and-Health Collaborations in Hospitals"
"Giovanni Colavizza","Crypto Art: A Decentralized View"
"Giovanni De Poli","When the Computer Entered the Music Scene: The Collaboration between the Centro di Sonologia Computazionale and La Biennale di Venezia"
"Giovanni Maria Farinella","Learning to Detect Attended Objects in Cultural Sites with Gaze Signals and Weak Object Supervision"
"Giovanni Maria Troiano","Non-Rigid Musical Interfaces: Exploring Practices, Takes, and Future Perspective"
"Giovanni Santini","Augmented Piano in Augmented Reality"
"Gisèle Trudel","Ecotechnologies of Practice: in-forming changing climates"
"Gisèle Trudel","Diffractive Rendezvous"
"Gitte McDonald","Visualizing Life in the Deep: A Creative Pipeline for Data-Driven Animations to Facilitate Marine Mammal Research, Outreach, and Conservation"
"Giulia Barbareschi","Movement Quality Visualization for Wheelchair Dance"
"Giulia Casalini","Creating sex/gender ecologies: Quimera Rosa’s Trans*Plant"
"Giulia Morabito","FiRe2: An Online Database for Photographic and Cinematographic Film Technical Data"
"Giulio Moro","A platform for low-latency continuous keyboard sensing and sound generation"
